{'Coin': 'ETH', 'Profit': 1.0090921527173238, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 156.2022, 'bid': 159.3578}, 'Bid': {'ask': 160.82, 'bid': 160.82}}
{'Coin': 'LTC', 'Profit': 1.0104047297297298, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.77995, 'bid': 73.23004999999999}, 'Bid': {'ask': 74.0, 'bid': 74.0}}
{'Coin': 'ETC', 'Profit': 1.0101623913942905, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.62815, 'bid': 5.7418499999999995}, 'Bid': {'ask': 5.8008, 'bid': 5.8008}}
{'Coin': 'ZEC', 'Profit': 1.0120838164651318, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.4595, 'bid': 59.640499999999996}, 'Bid': {'ask': 60.37, 'bid': 60.37}}
{'Coin': 'ZRX', 'Profit': 1.0076114374315943, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26662729500000004, 'bid': 0.272013705}, 'Bid': {'ask': 0.2741, 'bid': 0.2741}}
{'Coin': 'ETH', 'Profit': 1.012006595167653, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.11795, 'bid': 160.29205000000002}, 'Bid': {'ask': 162.24, 'bid': 162.24}}
{'Coin': 'XRP', 'Profit': 1.0122740419378162, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.29457449999999996, 'bid': 0.3005255}, 'Bid': {'ask': 0.30426, 'bid': 0.30426}}
{'Coin': 'BTC', 'Profit': 1.0124015338243693, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5357.028600000001, 'bid': 5465.2514}, 'Bid': {'ask': 5533.88, 'bid': 5533.88}}
{'Coin': 'LTC', 'Profit': 1.010896551724138, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.6958, 'bid': 73.1442}, 'Bid': {'ask': 73.95, 'bid': 73.95}}
{'Coin': 'ETC', 'Profit': 1.011512654198854, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.631615, 'bid': 5.745385000000001}, 'Bid': {'ask': 5.8123, 'bid': 5.8123}}
{'Coin': 'ZEC', 'Profit': 1.0134144725948004, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.400099999999995, 'bid': 59.5799}, 'Bid': {'ask': 60.39, 'bid': 60.39}}
{'Coin': 'ZRX', 'Profit': 1.0094593578985773, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26613081, 'bid': 0.27150718999999995}, 'Bid': {'ask': 0.2741, 'bid': 0.2741}}
{'Coin': 'ETH', 'Profit': 1.012791787409828, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 156.9447, 'bid': 160.1153}, 'Bid': {'ask': 162.19, 'bid': 162.19}}
{'Coin': 'XRP', 'Profit': 1.0130579953287937, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2940795, 'bid': 0.30002049999999997}, 'Bid': {'ask': 0.30399, 'bid': 0.30399}}
{'Coin': 'BTC', 'Profit': 1.0128243124858884, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5357.028600000001, 'bid': 5465.2514}, 'Bid': {'ask': 5536.25, 'bid': 5536.25}}
{'Coin': 'LTC', 'Profit': 1.0141483182493582, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.5374, 'bid': 72.9826}, 'Bid': {'ask': 74.03, 'bid': 74.03}}
{'Coin': 'ETC', 'Profit': 1.0143354658961923, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.617755, 'bid': 5.731245}, 'Bid': {'ask': 5.8146, 'bid': 5.8146}}
{'Coin': 'ZEC', 'Profit': 1.0108774696994853, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.395149999999994, 'bid': 59.57485}, 'Bid': {'ask': 60.23, 'bid': 60.23}}
{'Coin': 'ZRX', 'Profit': 1.0084218829981717, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.265826385, 'bid': 0.27119661500000003}, 'Bid': {'ask': 0.2735, 'bid': 0.2735}}
{'Coin': 'ETH', 'Profit': 1.0160190985015964, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.05855, 'bid': 160.23145000000002}, 'Bid': {'ask': 162.84, 'bid': 162.84}}
{'Coin': 'XRP', 'Profit': 1.0132145788868823, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.29457449999999996, 'bid': 0.3005255}, 'Bid': {'ask': 0.30455, 'bid': 0.30455}}
{'Coin': 'BTC', 'Profit': 1.0147766697491973, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5357.19195, 'bid': 5465.41805}, 'Bid': {'ask': 5547.39, 'bid': 5547.39}}
{'Coin': 'LTC', 'Profit': 1.0230285638013883, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.7453, 'bid': 73.1947}, 'Bid': {'ask': 74.92, 'bid': 74.92}}
{'Coin': 'ETC', 'Profit': 1.0132413342728008, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.62815, 'bid': 5.7418499999999995}, 'Bid': {'ask': 5.8189, 'bid': 5.8189}}
{'Coin': 'ZEC', 'Profit': 1.012730431904683, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.47930000000001, 'bid': 59.6607}, 'Bid': {'ask': 60.43, 'bid': 60.43}}
{'Coin': 'ZRX', 'Profit': 1.0169039621955653, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26509428, 'bid': 0.27044972}, 'Bid': {'ask': 0.2751, 'bid': 0.2751}}
{'Coin': 'ETH', 'Profit': 1.0124568173465636, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 158.03369999999998, 'bid': 161.2263}, 'Bid': {'ask': 163.26, 'bid': 163.26}}
{'Coin': 'XRP', 'Profit': 1.0120069567500165, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.29511899999999996, 'bid': 0.301081}, 'Bid': {'ask': 0.30474, 'bid': 0.30474}}
{'Coin': 'BTC', 'Profit': 1.0119525723053344, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5384.189249999999, 'bid': 5492.96075}, 'Bid': {'ask': 5559.41, 'bid': 5559.41}}
{'Coin': 'LTC', 'Profit': 1.0098898531375167, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.69075, 'bid': 74.15925}, 'Bid': {'ask': 74.9, 'bid': 74.9}}
{'Coin': 'ETC', 'Profit': 1.0138592220526974, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.638545, 'bid': 5.752455}, 'Bid': {'ask': 5.8333, 'bid': 5.8333}}
{'Coin': 'ZEC', 'Profit': 1.0135057565789474, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.791149999999995, 'bid': 59.97885}, 'Bid': {'ask': 60.8, 'bid': 60.8}}
{'Coin': 'ZRX', 'Profit': 1.013180177729416, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26667877500000003, 'bid': 0.272066225}, 'Bid': {'ask': 0.2757, 'bid': 0.2757}}
{'Coin': 'ETH', 'Profit': 1.0119121161978304, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 158.03369999999998, 'bid': 161.2263}, 'Bid': {'ask': 163.17, 'bid': 163.17}}
{'Coin': 'XRP', 'Profit': 1.0134089491480909, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.29457449999999996, 'bid': 0.3005255}, 'Bid': {'ask': 0.30461, 'bid': 0.30461}}
{'Coin': 'BTC', 'Profit': 1.0136102126358209, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5374.566449999999, 'bid': 5483.14355}, 'Bid': {'ask': 5558.8, 'bid': 5558.8}}
{'Coin': 'LTC', 'Profit': 1.0137456585626505, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.369, 'bid': 73.83099999999999}, 'Bid': {'ask': 74.86, 'bid': 74.86}}
{'Coin': 'ETC', 'Profit': 1.0124240186819604, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.637555, 'bid': 5.7514449999999995}, 'Bid': {'ask': 5.8238, 'bid': 5.8238}}
{'Coin': 'ZEC', 'Profit': 1.014546877574559, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.62285, 'bid': 59.80715000000001}, 'Bid': {'ask': 60.69, 'bid': 60.69}}
{'Coin': 'ZRX', 'Profit': 1.0156377580586744, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26640058499999997, 'bid': 0.271782415}, 'Bid': {'ask': 0.2761, 'bid': 0.2761}}
{'Coin': 'ETH', 'Profit': 1.0141343274460672, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 158.12279999999998, 'bid': 161.3172}, 'Bid': {'ask': 163.63, 'bid': 163.63}}
{'Coin': 'XRP', 'Profit': 1.0114265541361533, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2950695, 'bid': 0.3010305}, 'Bid': {'ask': 0.30451, 'bid': 0.30451}}
{'Coin': 'BTC', 'Profit': 1.0132448530748368, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5374.0714499999995, 'bid': 5482.63855}, 'Bid': {'ask': 5556.23, 'bid': 5556.23}}
{'Coin': 'LTC', 'Profit': 1.0123200694351717, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.50265, 'bid': 73.96735}, 'Bid': {'ask': 74.89, 'bid': 74.89}}
{'Coin': 'ETC', 'Profit': 1.0122919026533483, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.64102, 'bid': 5.754980000000001}, 'Bid': {'ask': 5.8266, 'bid': 5.8266}}
{'Coin': 'ZEC', 'Profit': 1.0113368542663805, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.71690000000001, 'bid': 59.9031}, 'Bid': {'ask': 60.59, 'bid': 60.59}}
{'Coin': 'ZRX', 'Profit': 1.011101326790258, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26665897499999996, 'bid': 0.272046025}, 'Bid': {'ask': 0.2751, 'bid': 0.2751}}
{'Coin': 'ETH', 'Profit': 1.0130344385418577, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 158.43465, 'bid': 161.63535}, 'Bid': {'ask': 163.77, 'bid': 163.77}}
{'Coin': 'XRP', 'Profit': 1.015418184204482, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.294129, 'bid': 0.300071}, 'Bid': {'ask': 0.30477, 'bid': 0.30477}}
{'Coin': 'BTC', 'Profit': 1.0134311109832659, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5378.9076, 'bid': 5487.5724}, 'Bid': {'ask': 5562.28, 'bid': 5562.28}}
{'Coin': 'LTC', 'Profit': 1.0140155854535766, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.55215, 'bid': 74.01785}, 'Bid': {'ask': 75.07, 'bid': 75.07}}
{'Coin': 'ETC', 'Profit': 1.0136982659554397, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.636565, 'bid': 5.750435}, 'Bid': {'ask': 5.8303, 'bid': 5.8303}}
{'Coin': 'ZEC', 'Profit': 1.012405574797955, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.69215, 'bid': 59.877849999999995}, 'Bid': {'ask': 60.63, 'bid': 60.63}}
{'Coin': 'ZRX', 'Profit': 1.0111637404580152, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.266642145, 'bid': 0.272028855}, 'Bid': {'ask': 0.2751, 'bid': 0.2751}}
{'Coin': 'ETH', 'Profit': 1.0119363435853448, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 158.07825, 'bid': 161.27175000000003}, 'Bid': {'ask': 163.22, 'bid': 163.22}}
{'Coin': 'XRP', 'Profit': 1.013506105567227, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.29457449999999996, 'bid': 0.3005255}, 'Bid': {'ask': 0.30464, 'bid': 0.30464}}
{'Coin': 'BTC', 'Profit': 1.0134810371933753, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5387.9958, 'bid': 5496.8442000000005}, 'Bid': {'ask': 5571.96, 'bid': 5571.96}}
{'Coin': 'LTC', 'Profit': 1.0141726666666666, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.47295, 'bid': 73.93705}, 'Bid': {'ask': 75.0, 'bid': 75.0}}
{'Coin': 'ETC', 'Profit': 1.0141499879844829, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.6296349999999995, 'bid': 5.743365}, 'Bid': {'ask': 5.8258, 'bid': 5.8258}}
{'Coin': 'ZEC', 'Profit': 1.0148551440329217, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.66244999999999, 'bid': 59.847550000000005}, 'Bid': {'ask': 60.75, 'bid': 60.75}}
{'Coin': 'ZRX', 'Profit': 1.0168882331643736, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26615853, 'bid': 0.27153547}, 'Bid': {'ask': 0.2762, 'bid': 0.2762}}
{'Coin': 'ETH', 'Profit': 1.013141579366538, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.8951, 'bid': 161.0849}, 'Bid': {'ask': 163.23, 'bid': 163.23}}
{'Coin': 'XRP', 'Profit': 1.0129477624191483, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.29467350000000003, 'bid': 0.3006265}, 'Bid': {'ask': 0.30457, 'bid': 0.30457}}
{'Coin': 'BTC', 'Profit': 1.0141407589859137, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5386.63455, 'bid': 5495.45545}, 'Bid': {'ask': 5574.28, 'bid': 5574.28}}
{'Coin': 'LTC', 'Profit': 1.0141214142761843, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.4284, 'bid': 73.8916}, 'Bid': {'ask': 74.95, 'bid': 74.95}}
{'Coin': 'ETC', 'Profit': 1.0134807038042544, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.627655, 'bid': 5.741345}, 'Bid': {'ask': 5.8198, 'bid': 5.8198}}
{'Coin': 'ZEC', 'Profit': 1.0120505849398582, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.771350000000005, 'bid': 59.958650000000006}, 'Bid': {'ask': 60.69, 'bid': 60.69}}
{'Coin': 'ZRX', 'Profit': 1.0130047429398985, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26720991, 'bid': 0.27260809}, 'Bid': {'ask': 0.2762, 'bid': 0.2762}}
{'Coin': 'ETH', 'Profit': 1.0137617938978067, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.7862, 'bid': 160.97379999999998}, 'Bid': {'ask': 163.22, 'bid': 163.22}}
{'Coin': 'XRP', 'Profit': 1.0122164134937859, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2944755, 'bid': 0.3004245}, 'Bid': {'ask': 0.30414, 'bid': 0.30414}}
{'Coin': 'BTC', 'Profit': 1.0154029766039574, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5390.62425, 'bid': 5499.52575}, 'Bid': {'ask': 5585.56, 'bid': 5585.56}}
{'Coin': 'LTC', 'Profit': 1.016939603565252, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.43335, 'bid': 73.89665000000001}, 'Bid': {'ask': 75.17, 'bid': 75.17}}
{'Coin': 'ETC', 'Profit': 1.0125397589532865, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.6296349999999995, 'bid': 5.743365}, 'Bid': {'ask': 5.8163, 'bid': 5.8163}}
{'Coin': 'ZEC', 'Profit': 1.0130036178260156, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.83075, 'bid': 60.01925}, 'Bid': {'ask': 60.81, 'bid': 60.81}}
{'Coin': 'ZRX', 'Profit': 1.014061012658228, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26721387, 'bid': 0.27261213}, 'Bid': {'ask': 0.2765, 'bid': 0.2765}}
{'Coin': 'ETH', 'Profit': 1.0111215554194735, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 158.28615, 'bid': 161.48385}, 'Bid': {'ask': 163.3, 'bid': 163.3}}
{'Coin': 'XRP', 'Profit': 1.01059662647427, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2943765, 'bid': 0.3003235}, 'Bid': {'ask': 0.30354, 'bid': 0.30354}}
{'Coin': 'BTC', 'Profit': 1.010859124092818, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5415.90885, 'bid': 5525.32115}, 'Bid': {'ask': 5585.98, 'bid': 5585.98}}
{'Coin': 'LTC', 'Profit': 1.0117515668755834, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.64125, 'bid': 74.10875}, 'Bid': {'ask': 74.99, 'bid': 74.99}}
{'Coin': 'ETC', 'Profit': 1.0120943470858343, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.630625, 'bid': 5.744375}, 'Bid': {'ask': 5.8147, 'bid': 5.8147}}
{'Coin': 'ZEC', 'Profit': 1.0099309324124321, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 59.01390000000001, 'bid': 60.2061}, 'Bid': {'ask': 60.81, 'bid': 60.81}}
{'Coin': 'ZRX', 'Profit': 1.0082936112122316, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26702725499999996, 'bid': 0.272421745}, 'Bid': {'ask': 0.2747, 'bid': 0.2747}}
{'Coin': 'ETH', 'Profit': 1.0070859990157481, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 158.2119, 'bid': 161.4081}, 'Bid': {'ask': 162.56, 'bid': 162.56}}
{'Coin': 'XRP', 'Profit': 1.009892121931908, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2941785, 'bid': 0.30012150000000004}, 'Bid': {'ask': 0.30312, 'bid': 0.30312}}
{'Coin': 'BTC', 'Profit': 1.0074542389383074, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5416.04745, 'bid': 5525.46255}, 'Bid': {'ask': 5566.96, 'bid': 5566.96}}
{'Coin': 'LTC', 'Profit': 1.0092670682730924, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.54225000000001, 'bid': 74.00775}, 'Bid': {'ask': 74.7, 'bid': 74.7}}
{'Coin': 'ETC', 'Profit': 1.0085099046601038, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.63706, 'bid': 5.75094}, 'Bid': {'ask': 5.8003, 'bid': 5.8003}}
{'Coin': 'ZEC', 'Profit': 1.0085618922037252, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.959450000000004, 'bid': 60.15055}, 'Bid': {'ask': 60.67, 'bid': 60.67}}
{'Coin': 'ZRX', 'Profit': 1.0087631876138434, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.266706495, 'bid': 0.272094505}, 'Bid': {'ask': 0.2745, 'bid': 0.2745}}
{'Coin': 'ETH', 'Profit': 1.0105476336816226, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.7961, 'bid': 160.98389999999998}, 'Bid': {'ask': 162.7, 'bid': 162.7}}
{'Coin': 'XRP', 'Profit': 1.010424570316366, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.29402999999999996, 'bid': 0.29997}, 'Bid': {'ask': 0.30313, 'bid': 0.30313}}
{'Coin': 'BTC', 'Profit': 1.0098430801984677, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5406.622649999999, 'bid': 5515.84735}, 'Bid': {'ask': 5570.68, 'bid': 5570.68}}
{'Coin': 'LTC', 'Profit': 1.0113570663811564, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.4086, 'bid': 73.8714}, 'Bid': {'ask': 74.72, 'bid': 74.72}}
{'Coin': 'ETC', 'Profit': 1.0096706860563405, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.62716, 'bid': 5.74084}, 'Bid': {'ask': 5.7969, 'bid': 5.7969}}
{'Coin': 'ZEC', 'Profit': 1.0105595846382067, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.84065, 'bid': 60.02935}, 'Bid': {'ask': 60.67, 'bid': 60.67}}
{'Coin': 'ZRX', 'Profit': 1.0118845593590677, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2659635, 'bid': 0.2713365}, 'Bid': {'ask': 0.2746, 'bid': 0.2746}}
{'Coin': 'ETH', 'Profit': 1.010387427798943, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.86045000000001, 'bid': 161.04955}, 'Bid': {'ask': 162.74, 'bid': 162.74}}
{'Coin': 'XRP', 'Profit': 1.0110513818349713, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.293931, 'bid': 0.299869}, 'Bid': {'ask': 0.30322, 'bid': 0.30322}}
{'Coin': 'BTC', 'Profit': 1.0110096177133845, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5403.5586, 'bid': 5512.7214}, 'Bid': {'ask': 5574.09, 'bid': 5574.09}}
{'Coin': 'LTC', 'Profit': 1.0106550891779533, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.31455, 'bid': 73.77545}, 'Bid': {'ask': 74.57, 'bid': 74.57}}
{'Coin': 'ETC', 'Profit': 1.009383521452487, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.62617, 'bid': 5.7398299999999995}, 'Bid': {'ask': 5.7942, 'bid': 5.7942}}
{'Coin': 'ZEC', 'Profit': 1.0082892343310732, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.78125, 'bid': 59.96875}, 'Bid': {'ask': 60.47, 'bid': 60.47}}
{'Coin': 'ZRX', 'Profit': 1.0109053792851932, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.265839255, 'bid': 0.271209745}, 'Bid': {'ask': 0.2742, 'bid': 0.2742}}
{'Coin': 'ETH', 'Profit': 1.0100224366855175, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.86045000000001, 'bid': 161.04955}, 'Bid': {'ask': 162.68, 'bid': 162.68}}
{'Coin': 'XRP', 'Profit': 1.0112656100695245, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.294129, 'bid': 0.300071}, 'Bid': {'ask': 0.30349, 'bid': 0.30349}}
{'Coin': 'BTC', 'Profit': 1.0129586162915885, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5400.94005, 'bid': 5510.04995}, 'Bid': {'ask': 5582.39, 'bid': 5582.39}}
{'Coin': 'LTC', 'Profit': 1.0127118190335964, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 72.2997, 'bid': 73.7603}, 'Bid': {'ask': 74.71, 'bid': 74.71}}
{'Coin': 'ETC', 'Profit': 1.0124081309488975, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.62419, 'bid': 5.7378100000000005}, 'Bid': {'ask': 5.8099, 'bid': 5.8099}}
